word	count	sources	reason	engine
রসায়নবিজ্ঞানীদের	1	science	already_resolves	রসায়নবিজ্ঞানীদের
বিক্ষেপণ	11	science	normalized_variant	বিক্ষেপ
বাজেল	1	science	normalized_variant	বাজে
থিপাইন	1	science	already_resolves	থিপাইন
পাইপেরিন	1	science	already_resolves	পাইপেরিন
গ্যালভানাইজেশন	1	science	already_resolves	গ্যালভানাইজেশন
ব্রাইনের	7	science	normalized_variant	রেনার
ভলকানাইজেশন	1	science	already_resolves	ভলকানাইজেশন
আউফবাউ	5	science	already_resolves	আউফবাউ
ইলেক্ট্রন	116	science	already_resolves	ইলেক্ট্রন
শক্তিস্তর	22	science	normalized_variant	শক্তিস্তরে
কক্ষকীয়	1	science	already_resolves	কক্ষকীয়
যোজ্যতা	32	science	normalized_variant	যজ্ঞকর্তা
উইটিগ	1	science	normalized_variant	উইগ
হফ্ম্যান	1	science	normalized_variant	হফম্যান
ক্ষুদ্রাংশকরণ	1	science	normalized_variant	ক্ষুদ্রাকার
ইমবাইবিশন	1	science	already_resolves	ইমবাইবিশন
বংশজাততা	1	science	already_resolves	বংশজাততা
কলাস্থানবিদ্যা	1	science	already_resolves	কলাস্থানবিদ্যা
ক্রেপাসকুলার	1	science	already_resolves	ক্রেপাসকুলার
পরজীবিতা	1	science	already_resolves	পরজীবিতা
পলিসোম	1	science	normalized_variant	পোলিশ
প্রোটিস্ট	1	science	normalized_variant	প্রতীত
বাইভালভিয়া	1	science+objects	already_resolves	বাইভালভিয়া
বাস্তুবিজ্ঞান	1	science	normalized_variant	বাস্তবজ্ঞানের
ভেসিকল	1	science	already_resolves	ভেসিকল
মলাস্কা	1	science+objects	normalized_variant	মোলাস্কা
দ্বিরূপতা	1	science	already_resolves	দ্বিরূপতা
ইমাজিনাল	1	science	already_resolves	ইমাজিনাল
এফিড	5	science+objects	normalized_variant	ফিড
এলিট্রন	1	science	normalized_variant	এলিগ্রো
প্রসেশনারী	1	science	normalized_variant	প্রসেশনের
পুঞ্জাক্ষি	1	science+objects	normalized_variant	পুঞ্জাক্ষী
মিলিবাগ	1	science	already_resolves	মিলিবাগ
মুরিনা	1	science+objects	normalized_variant	মারিনা
রাইনিয়েলা	1	science	already_resolves	রাইনিয়েলা
সন্ধিপদী	1	science+objects	already_resolves	সন্ধিপদী
সাইপারমেথ্রিন	1	science	already_resolves	সাইপারমেথ্রিন
স্ক্লেরাইট	1	science+objects	normalized_variant	স্কটেরই
ট্যাক্সন	1	science	normalized_variant	ট্যাক্স
বাস্তুসংস্থানিক	1	science	normalized_variant	বাস্তুসংস্থান
সিস্টেমা	1	science	normalized_variant	সিসটেমা
ন্যাচারাই	1	science	normalized_variant	ন্যাচারাল
অকোষীয়	1	science	normalized_variant	কোষীয়
রুডল্ফ	1	science	normalized_variant	রুডলফ
এরিচ	1	science	normalized_variant	এরিক
চ্যারম্যাক	1	science	already_resolves	চ্যারম্যাক
শ্রেণিবিন্যাসের	6	science	normalized_variant	শ্রেণীবিন্যাসের
হাইয়াওয়ান	1	science+objects	already_resolves	হাইয়াওয়ান
শারীরস্থানের	1	science	already_resolves	শারীরস্থানের
হিস্টোরিয়া	1	science	normalized_variant	হিস্টিরিয়া
প্রজননবাদ	1	science	normalized_variant	প্রজননবিদ
ব্রায়োলজি	1	science+objects	normalized_variant	ব্রাউজারটি
শারীরতত্ত্ব	1	science	normalized_variant	শারীরবৃত্ত
চিল্লাল	1	science	normalized_variant	চিল
উইনবার্গ	1	science	normalized_variant	উইনার্স
নাইজারসরাস	1	science+objects	already_resolves	নাইজারসরাস
জৈবসূচক	1	science	normalized_variant	জয়সূচক
পৃষ্ঠতল	26	science	normalized_variant	পৃষ্ঠতলে
জৈবখনিজায়ন	1	science	already_resolves	জৈবখনিজায়ন
পক্ষিবিজ্ঞান	1	science+objects	normalized_variant	পক্ষীবিজ্ঞানী
আলুলা	1	science+objects	normalized_variant	আল্লা
পরিযান	1	science+objects	normalized_variant	পরিযাণ
বায়াতকারী	1	science+objects	already_resolves	বায়াতকারী
রাখালীয়া	1	science	normalized_variant	রাখালিয়া
কাষ্ঠল	1	science+objects	normalized_variant	কাষ্ঠ
প্রতিবিষ	1	science	normalized_variant	প্রতিবিস্ব
বহিঃবিষ	1	science	normalized_variant	বহির্বিশ্ব
ড্রিলিয়ন	1	science	normalized_variant	ট্রিলিয়ন
জ্যাকবি	1	science	normalized_variant	জ্যাকব
টাউ	5	science	normalized_variant	তাড়ু
প্যাসকেলের	1	science	already_resolves	প্যাসকেলের
সিমপ্লিসিয়াল	1	science	already_resolves	সিমপ্লিসিয়াল
হাইগেনের	1	science	already_resolves	হাইগেনের
আদামার	1	science	already_resolves	আদামার
ফাদল	1	science	normalized_variant	ফাঁদল
হারাবী	1	science	normalized_variant	হারাবি
বেরুনি	1	science	normalized_variant	বেরুনী
মাসিহী	1	science	normalized_variant	মাসী
আর্নেস্টো	1	science	normalized_variant	আর্নেস্ট
সিসারো	1	science	normalized_variant	সিসার
মাহানী	1	science	normalized_variant	মানী
উইটেন	1	science	normalized_variant	উড়িতে
স্ট্রা	1	science	normalized_variant	স্টার
এভারিস্ত	1	science	normalized_variant	এভারেস্ট
গালোয়া	1	science	normalized_variant	গালায়
আর্টিন	1	science	normalized_variant	মার্টিন
রিশ	1	science	normalized_variant	ঋষ
কিম্বার্লিং	1	science	normalized_variant	কিম্বার্লি
দাইলামী	1	science	normalized_variant	দায়লামী
গুইন্যান্ড	1	science	normalized_variant	গুইন্যা
ফ্রেডরিচ	1	science	normalized_variant	ফ্রেডরিখ
জেরোল্ড	1	science	normalized_variant	জেরাল্ড
গ্রোমভ	1	science	normalized_variant	গ্রমের
ভিলহেল্ম	7	science	already_resolves	ভিলহেল্ম
লাইব	1	science	normalized_variant	লাই
নিৎস	1	science	normalized_variant	নিটস
শরীয়া	1	science	already_resolves	শরীয়া
লেখচিত্রের	1	science	already_resolves	লেখচিত্রের
বলবিজ্ঞানে	22	science	normalized_variant	বলবিজ্ঞানের
ত্রিকোণমিতিক	5	science	normalized_variant	ত্রিকোণমিতি
সমাকলনের	5	science	already_resolves	সমাকলনের
চিহ্নাদি	1	science	already_resolves	চিহ্নাদি
হ্যারোস	1	science	normalized_variant	হ্যারিস
লগারিদমের	1	science	already_resolves	লগারিদমের
ফিউটার	1	science	already_resolves	ফিউটার
পোলিয়া	1	science	normalized_variant	পলিয়া
বুদানের	1	science	already_resolves	বুদানের
শ্রেণিবিভাজন	1	science	normalized_variant	শ্রেণীবিভাজন
অনাদর্শ	1	science	normalized_variant	অনাদর
ব্যবকলনীয়	9	science	normalized_variant	ব্যবকলন
আবেলীয়	1	science	already_resolves	আবেলীয়
পরিক্রিয়াদি	1	science	already_resolves	পরিক্রিয়াদি
সহবর্তমানতা	1	science	already_resolves	সহবর্তমানতা
গুণজ	1	science	normalized_variant	গুঞ্জ
আপেরির	1	science	normalized_variant	পেরির
এরদশ	1	science	normalized_variant	রোডস
এর্ডশ	1	science	normalized_variant	আর্দশ
কোপল্যান্ড	1	science	normalized_variant	কপল্যান্ড
এরডশ	1	science	normalized_variant	রোডস
ফাইগেনবাম	1	science	already_resolves	ফাইগেনবাম
ফেইগেনবাউম	1	science	already_resolves	ফেইগেনবাউম
টর্নিয়ার	1	science	normalized_variant	তর্কবিদ্যা
ফ্রানসেন	1	science	already_resolves	ফ্রানসেন
বেরাহ	1	science	normalized_variant	বেড়া
ফর্মুলারিও	1	science	normalized_variant	ফর্মুলার
প্রসেক্টর	1	science	normalized_variant	প্রজেক্টর
প্রতিবর্ত	1	science	normalized_variant	প্রতিবর্তন
প্রতিরোধ্যতা	1	science	normalized_variant	প্রতিকর্তা
ওকুনিউস্কা	1	science	already_resolves	ওকুনিউস্কা
জেমেলভাইস	1	science	already_resolves	জেমেলভাইস
পিঁয়েরে	1	science	normalized_variant	পিয়েরে
ক্লাকিন	1	science	normalized_variant	ক্লাইন
বরদলৈ	1	science	normalized_variant	বোরদোলোই
ওগাই	1	science	normalized_variant	গাই
ক্রিয়জ	1	science	normalized_variant	ক্রিয়া
তন্ত্রীয়	1	science	already_resolves	তন্ত্রীয়
ম্যালিগন্যান্সি	1	science	normalized_variant	ম্যালিগন্যান্ট
সংক্রমণী	1	science	already_resolves	সংক্রমণী
ফিততিব	1	science	normalized_variant	ফিততিব্ব
তাসরিফ	21	science+news	normalized_variant	তাশরিফ
সল্ক	1	science	normalized_variant	শল্ক
পুনর্গাঠনিক	1	science	normalized_variant	পুনর্গঠনবিষয়ক
শল্যবিদ্যা	1	science	already_resolves	শল্যবিদ্যা
অ্যাট্রোপিন	1	science	normalized_variant	অযাত্রা
ভালভা	1	science	already_resolves	ভালভা
সারোগেসি	1	science	normalized_variant	সারগেই
ছিকুং	1	science	already_resolves	ছিকুং
মিউইং	1	science	normalized_variant	মাইনিং
সূচিবেধী	1	science	already_resolves	সূচিবেধী
ফ্রিৎস	1	science	normalized_variant	ফ্রিটস
প্রেগ্ল	1	science	normalized_variant	প্রেগো
ইউরেথ্রাল	1	science	already_resolves	ইউরেথ্রাল
কাহুন	1	science	normalized_variant	খুন
প্রসোবত্তর	1	science	normalized_variant	প্রসবোত্তর
ব্রুগশ	1	science	normalized_variant	ব্রুগে
রজোনিবৃত্তি	1	science	normalized_variant	রজঃনিবৃত্তি
রামেসিয়াম	1	science	already_resolves	রামেসিয়াম
উর্ট	1	science	normalized_variant	উড়ত
ভার্জিনিস	1	science	normalized_variant	ভার্জিনিয়া
ডিমোস	1	science	already_resolves	ডিমোস
দিগংশ	1	science+objects	already_resolves	দিগংশ
ফাওলার	1	science	normalized_variant	ফোলার
ভেনেরা	1	science	already_resolves	ভেনেরা
সুবিন্দু	1	science	already_resolves	সুবিন্দু
সৌরপাদ	1	science	already_resolves	সৌরপাদ
পারসেক	1	science	already_resolves	পারসেক
থিয়া	1	science	normalized_variant	উঠিয়া
আক্ষিক	1	science	normalized_variant	পাক্ষিক
নক্ষত্রবাদ	1	science	normalized_variant	নক্ষত্রবাড়ি
উদ্বিন্দুর	1	science	already_resolves	উদ্বিন্দুর
ভূস্থির	1	science	normalized_variant	ভূস্বামীর
জুনিভার্স	1	science	already_resolves	জুনিভার্স
আবীল	1	science	normalized_variant	আবিল
সাগানী	1	science	already_resolves	সাগানী
রয়মা	1	science	normalized_variant	রুমা
মাউমুন	1	science	normalized_variant	মামুন
গ্যালিলেই	1	science	normalized_variant	গ্যালিলি
সাগান	1	science	normalized_variant	সেগান
হোল্মস	1	science	normalized_variant	হলমস
ট্যুকো	1	science	normalized_variant	ইউকো
বোক	1	science	normalized_variant	বক
জ্যোতির্বিজ্ঞানীয়	1	science	already_resolves	জ্যোতির্বিজ্ঞানীয়
মুস্তেরিয়ুম	1	science	already_resolves	মুস্তেরিয়ুম
রুডলফীয়	1	science	normalized_variant	রুডলফ
মহাজগৎ	1	science	normalized_variant	মহাজগত
আর্যভটীয়	1	science	normalized_variant	আর্যজাতি
মুন্দি	1	science	normalized_variant	মুন্ডি
স্ফীতিশীলতা	1	science	normalized_variant	স্ফীতিজনিত
বহির্গ্রহ	1	science	normalized_variant	বহিরঙ্গের
হাউমেয়া	1	science	already_resolves	হাউমেয়া
বর্ণালীবীক্ষণিক	1	science	normalized_variant	বর্ণালিবীক্ষণ
বেথলেহেমের	1	science	already_resolves	বেথলেহেমের
রাশিফলক	1	science	normalized_variant	রাশিফল
অণুতরঙ্গ	5	science	normalized_variant	অন্তরঙ্গ
ইৎজা	1	science	normalized_variant	পিৎজা
তিওয়ানাকু	1	science	already_resolves	তিওয়ানাকু
বাখেং	1	science	already_resolves	বাখেং
কারদাশেভ	1	science	already_resolves	কারদাশেভ
আলফার	1	science	already_resolves	আলফার
গ্যামফ	1	science	already_resolves	গ্যামফ
পর্যবেক্ষণযোগ্য	20	science	normalized_variant	পর্যবেক্ষণযন্ত্র
কালানুক্রম	1	science	already_resolves	কালানুক্রম
কার্মান	1	science	normalized_variant	হার্মান
টহিল	1	science	normalized_variant	তৈল
মন্স	1	science	normalized_variant	মনস
অতিবেগুনী	19	science	normalized_variant	অতিবেগুনি
সঁত্র	1	science	normalized_variant	ছত্র
নাসিওনাল	1	science	normalized_variant	ন্যাসিওনাল
দেত্যুদ	1	science	already_resolves	দেত্যুদ
স্পাসিয়াল	1	science	normalized_variant	স্পাসিবা
সিম্প্লেক্স	1	science	normalized_variant	সিমপ্লেক্স
ঊর্দ্ধসীমা	1	science	normalized_variant	ঊর্ধ্বসীমা
ওঅথ	1	science	normalized_variant	উঠ
রিকার্শন	1	science	already_resolves	রিকার্শন
ভার্চুয়ালাইজেশন	1	science	already_resolves	ভার্চুয়ালাইজেশন
লেস্ক	1	science	normalized_variant	লেক
ওয়ার্স্ট	1	science	normalized_variant	অ্যারেস্ট
ডীপ	1	science	normalized_variant	দ্বীপ
প্রতিস্থাপক	9	science	normalized_variant	প্রতিস্থাপনকে
রাস্পবেরি	1	science	already_resolves	রাস্পবেরি
অরবট	1	science	normalized_variant	রোবট
ওনিয়ন	1	science	normalized_variant	অনিয়ন
টর	7	science+news	normalized_variant	তোর
ডিইএস	1	science	normalized_variant	দিয়েছ
তথ্যগুপ্তিবিদ্যা	1	science	already_resolves	তথ্যগুপ্তিবিদ্যা
নালক্রিউ	1	science	already_resolves	নালক্রিউ
হ্যাকার্স	1	science	normalized_variant	হ্যাকার
পাদুলা	1	science	already_resolves	পাদুলা
লালজ	1	science	normalized_variant	লাল
ওএসআই	1	science	normalized_variant	এসআই
বিকনিং	1	science	already_resolves	বিকনিং
বৈদ্যুতিন	9	science	already_resolves	বৈদ্যুতিন
ওজনিয়াক	1	science	already_resolves	ওজনিয়াক
নোসেক	1	science	normalized_variant	নোজ
কার্নিংহান	1	science	already_resolves	কার্নিংহান
ভালেন্তিনা	1	science	normalized_variant	ভ্যালেন্তিনা
রোসেনস্টাইন	1	science	normalized_variant	রোটেনস্টাইন
স্মেল	1	science	normalized_variant	সেল
গেরিট	1	science	normalized_variant	গেইট
নকলপত্র	1	science	normalized_variant	নকলপ্রবণ
পিকল	1	science	normalized_variant	পিকো
ফুবার	1	science	normalized_variant	হুবার
কার্পাথি	1	science	normalized_variant	কার্পেথিয়ান
বাখমান	1	science	normalized_variant	বাহমান
নিউলি	1	science	normalized_variant	নিলি
নেওয়েল	1	science	normalized_variant	নোয়েল
ভ্রান্দেচিচ	1	science	already_resolves	ভ্রান্দেচিচ
হেনেসি	1	science	normalized_variant	হেনেছি
এনিয়াক	1	science	already_resolves	এনিয়াক
মাইমো	1	science	normalized_variant	মাইম
অ্যালগোরিদম	1	science	normalized_variant	অ্যালগরিদম
গ্নু	1	science	already_resolves	গ্নু
টিন্ডার	1	science	normalized_variant	তিন্দারো
নপকমার্স	1	science	already_resolves	নপকমার্স
মিফস	1	science	already_resolves	মিফস
বিষয়শ্রেণী	11	science+places	already_resolves	বিষয়শ্রেণী
উইমেড	1	science	normalized_variant	উমেদ
ডোক্সিং	1	science	normalized_variant	ডকিং
পর্ন	1	science	normalized_variant	পর্ণ
স্প্যামিং	1	science	already_resolves	স্প্যামিং
লামো	1	science	normalized_variant	লামা
উইভ	1	science	normalized_variant	ইভ
এলবাকান	1	science	already_resolves	এলবাকান
কোটল	1	science	normalized_variant	কতল
বেনদেলাজ	1	science	already_resolves	বেনদেলাজ
ক্রিস্টিয়েন	1	science	normalized_variant	ক্রিস্টিয়ান
রিওক্স	1	science	normalized_variant	রিওস
অধিবর্ধ	1	science	normalized_variant	অধিবর্ষ
অন্ননালি	1	science	normalized_variant	অন্ননালী
বস্তুকাম	1	science	normalized_variant	বস্তুকণা
ব্রুনারের	1	science	already_resolves	ব্রুনারের
ভিত্রুভিয়ানো	1	science	normalized_variant	ভিত্রুভিয়ান
অক্ষিগোলকের	1	science	already_resolves	অক্ষিগোলকের
প্যারিটাল	1	science	normalized_variant	প্যাঁচাল
ফোভিয়া	1	science	normalized_variant	ফোবিয়া
ম্যাকুলা	1	science	normalized_variant	ম্যাকুলে
সিলিয়ারি	1	science	already_resolves	সিলিয়ারি
স্ক্লেরা	1	science	normalized_variant	স্কলারের
দেহরূপবিকার	1	science	already_resolves	দেহরূপবিকার
দেহভর	1	science	already_resolves	দেহভর
আলোকচিত্রশিল্প	1	science+objects	normalized_variant	আলোকচিত্রশিল্পী
বাতিকতা	1	science+objects	normalized_variant	বাতিকটা
ভীতকর	1	science+objects	normalized_variant	ভীতুর
সিভার	1	science	normalized_variant	ইভার
ম্যাককর্ম্যাক	1	science	normalized_variant	ম্যাককরম্যাক
সালকাস	1	science	normalized_variant	সালোক
শ্বাসকুঠুরী	1	science+objects	normalized_variant	শ্বাসক্রিয়া
সংবাহী	1	science+objects	already_resolves	সংবাহী
সুবেরিন	1	science+objects	already_resolves	সুবেরিন
টেরিস	1	science+objects	normalized_variant	এরিস
হার্বেরিওরাম	1	science	normalized_variant	হার্বেরিয়াম
ট্রপিকোস	1	science	normalized_variant	টপিকস
অ্যাডারস	1	science+objects	normalized_variant	ওয়াদার
আরওয়া	1	science+objects	normalized_variant	আরুয়া
টেনেরে	1	science+objects	already_resolves	টেনেরে
আশশেওড়া	1	science+objects	normalized_variant	আসশেওড়া
ইকমিয়া	1	science+objects	normalized_variant	কমিয়া
সিংহদন্তী	1	science+objects	already_resolves	সিংহদন্তী
পলিফাইলা	1	science+objects	already_resolves	পলিফাইলা
বড়লা	1	science+objects	normalized_variant	বওলা
ন্যায়ল	1	science+objects	normalized_variant	ন্যায়ত
য়স্য	1	science+objects	normalized_variant	যস্য
পানিকলা	1	science+objects	already_resolves	পানিকলা
বিলিম্বি	1	science+objects	already_resolves	বিলিম্বি
সবীজী	1	science+objects	already_resolves	সবীজী
অ্যারিল	1	science+objects	normalized_variant	ওয়ারি
সিলকা	1	science+objects	normalized_variant	ছিলকা
বৃত্যংশ	1	science+objects	normalized_variant	বৃত্যাংশ
মরুজ	1	science+objects	normalized_variant	মরু
স্ত্রীস্তবক	1	science+objects	normalized_variant	স্ত্রীস্তবকে
হলিস	1	science	normalized_variant	হোলস
জেনেরা	1	science	already_resolves	জেনেরা
প্যালিনোলজি	1	science	normalized_variant	প্যালিকন
সংকরায়ন	1	science+objects	normalized_variant	সংকরায়ণ
আছাছা	1	science+objects	normalized_variant	আচ্ছা
উকোয়া	1	science+objects	normalized_variant	কয়া
নাসিকের	1	science+objects	already_resolves	নাসিকের
একাঙ্গী	1	science+objects	normalized_variant	একাঙ্গ
হিবিস্কাস	1	science+objects	already_resolves	হিবিস্কাস
ফেমারেল	1	science	already_resolves	ফেমারেল
হিবিসকাস	1	science+objects	already_resolves	হিবিসকাস
আর্কিওলেপিস	1	science+objects	normalized_variant	আর্কিওলজিস্ট
ওকাপি	1	science+objects	normalized_variant	কাঁপি
বিনারীকরন	1	science+objects	already_resolves	বিনারীকরন
রজ্জুকী	1	science+objects	normalized_variant	রজ্জুটি
প্রভ্রূণ	1	science	normalized_variant	প্রভাকরণ
ব্লাস্টুলা	1	science	normalized_variant	ব্লাস্টার
স্পার্মাটোজেনেসিস	1	science+objects	normalized_variant	স্পার্মিওজেনেসিসে
প্যানিজার	1	science+objects	normalized_variant	প্যানথার
ম্যামালজি	1	science+objects	normalized_variant	ম্যামলিয়া
অন্ত্রীয়	1	science	normalized_variant	অন্তরীয়
আম্বিলিকাল	1	science	already_resolves	আম্বিলিকাল
তুন্ড	1	science	normalized_variant	তুণ্ড
লর্ডোসিস	1	science+objects	normalized_variant	লর্ডসসহ
পর্শুকা	1	science	normalized_variant	পর্টুলেকা
ভিজিবল	1	science	already_resolves	ভিজিবল
মধ্যকর্ণ	1	science	normalized_variant	মধ্যকর্ণে
রোবটিক্স	1	science	already_resolves	রোবটিক্স
হিউম্যানওয়্যার	1	science	normalized_variant	হিউম্যানিট্যারিয়া
মাপনীর	5	science	already_resolves	মাপনীর
উইঙ্ক	1	science	normalized_variant	উইং
পালসিং	1	science	already_resolves	পালসিং
টেলিগ্রাফি	1	science	already_resolves	টেলিগ্রাফি
সাজিটা	1	science	normalized_variant	সাজিতা
উল্কাসেমি	1	science	already_resolves	উল্কাসেমি
পরিগ্রহণ	1	science	normalized_variant	পরিগ্রহ
পেজার	1	science	normalized_variant	এজার
হ্যারাসম্যাপ	1	science	normalized_variant	হ্যারম্যান
স্টেলথ	1	science	normalized_variant	স্তেলিওস
রন্ধনশৈলী	377	objects	normalized_variant	রন্ধনশৈলীর
মালুরাস	6	objects	already_resolves	মালুরাস
চেওয়া	6	objects	normalized_variant	চেয়ো
একঠোঁটা	4	objects	normalized_variant	কথাটা
করভাস	3	objects	already_resolves	করভাস
প্যাসার	3	objects	normalized_variant	পাছার
ফাসা	3	objects	normalized_variant	ফ্যাসা
খইলশা	3	objects	normalized_variant	খইলসা
ফিও	6	objects	normalized_variant	ফি
গুকসু	12	objects	already_resolves	গুকসু
মালসুকা	9	objects	already_resolves	মালসুকা
ভাটোরা	2	objects	normalized_variant	ভাটরা
ওফে	2	objects	normalized_variant	অফে
মুন্ডুম	2	objects	normalized_variant	মুন্ডু
চিকারা	2	objects	already_resolves	চিকারা
গালওয়ালা	2	objects	normalized_variant	গালুয়া
পিট্টা	2	objects	normalized_variant	পিতা
আরাপাইমা	2	objects	already_resolves	আরাপাইমা
বাইল্ল্যা	2	objects	normalized_variant	বাইল্যা
ডারকিনা	2	objects	normalized_variant	দাঁড়কিনা
শিংঘী	2	objects	normalized_variant	সিংহী
ছেবলি	2	objects	already_resolves	ছেবলি
ওলুয়া	2	objects	normalized_variant	অলুয়া
জ্যান্থিয়াম	2	objects	normalized_variant	জ্যানোভ্যালী
ঝাঁঝি	2	objects	normalized_variant	ঝাঝি
কমজাইলকা	2	objects	already_resolves	কমজাইলকা
আদালু	1	objects	already_resolves	আদালু
আয়ামাসে	1	objects	already_resolves	আয়ামাসে
আরুক	1	objects	normalized_variant	আর্ক
লৌজ	1	objects	normalized_variant	লোজ
কাসাদো	1	objects	normalized_variant	আসাদ
ক্রেপোনে	1	objects	normalized_variant	ক্রেপে
খলিয়া	1	objects	normalized_variant	খৈয়া
চাকেরি	1	objects	already_resolves	চাকেরি
তামোল	20	objects	normalized_variant	তামিল
বিবিমবাপ	26	objects	already_resolves	বিবিমবাপ
বোপিস	1	objects	normalized_variant	অপিস
বোর্শ	6	objects	normalized_variant	বর্ষ
পিদেসি	1	objects	already_resolves	পিদেসি
রাম্প	1	objects	normalized_variant	র্যাম্প
লাপা	1	objects	normalized_variant	আপা
শিরমল	1	objects	already_resolves	শিরমল
সমুসা	7	objects	normalized_variant	সুজা
প্যারাগুয়া	5	objects	normalized_variant	প্যারাগুয়ে
হায়দ্রাবাদি	1	objects	normalized_variant	হায়দ্রাবাদী
ওকয়	7	objects	already_resolves	ওকয়
লিঙ্গমূর্তি	5	objects	normalized_variant	লিঙ্গবৃত্তি
নারগেসি	5	objects	already_resolves	নারগেসি
সয়াদুধ	5	objects	already_resolves	সয়াদুধ
ঈস্ট	34	objects	normalized_variant	ইস্ট
গারুধিয়া	8	objects	already_resolves	গারুধিয়া
লাইকোপিন	40	objects	normalized_variant	লাইকেন
চিজকেক	9	objects	already_resolves	চিজকেক
ধকনে	1	objects	already_resolves	ধকনে
দিদুখ	6	objects	already_resolves	দিদুখ
পেস্টি	77	objects	already_resolves	পেস্টি
বিটার্স	1	objects	normalized_variant	বিতার্কিক
ভেন্নার	5	objects	normalized_variant	ভেঞ্চার
কেসিন	50	objects	normalized_variant	কেভিন
ব্যান্ডেল	5	objects	normalized_variant	ব্যান্ডে
জাঞ্চি	1	objects	normalized_variant	জানছি
থুকপা	8	objects	already_resolves	থুকপা
বিবিম	7	objects	normalized_variant	বিবি
বেশবারমাক	1	objects	already_resolves	বেশবারমাক
হালুশকি	8	objects	already_resolves	হালুশকি
আগকুদ	5	objects	already_resolves	আগকুদ
আপং	9	objects	normalized_variant	আপন
নাবিধ	8	objects	normalized_variant	নাবিহ
নাবীধ	1	objects	normalized_variant	নাবিহ
স্মুথি	1	objects	already_resolves	স্মুথি
কিবেহ	5	objects	normalized_variant	কিভ
গুয়ানিমে	6	objects	already_resolves	গুয়ানিমে
পাথিরি	14	objects	already_resolves	পাথিরি
পাম্পুশকা	1	objects	already_resolves	পাম্পুশকা
মুর্তাবাক	8	objects	normalized_variant	মুর্তাজা
সেফফা	5	objects	already_resolves	সেফফা
এগবো	1	objects	normalized_variant	এগোব
তোরতিয়া	12	objects	normalized_variant	টুটিয়া
সাম্পা	17	objects	normalized_variant	সামা
কায়মাক	10	objects	already_resolves	কায়মাক
ছিরকা	8	objects	normalized_variant	চরকা
মেয়োনিজ	9	objects	normalized_variant	মেয়নেজ
শোলকা	5	objects	normalized_variant	ছলকা
সিদল	12	objects	normalized_variant	সিডল
বিশি	9	objects+places	normalized_variant	বিষয়ই
আকনাদি	1	objects	already_resolves	আকনাদি
ক্রেটিগাস	1	objects	normalized_variant	ক্রেতাসহ
স্প্রাউট	6	objects	already_resolves	স্প্রাউট
সারায়া	1	objects	normalized_variant	সারায়
গজক	20	objects	normalized_variant	গজাক
তুশা	1	objects	normalized_variant	তুষা
গুপো	22	objects	normalized_variant	গুঁপো
ম্যাচা	11	objects	already_resolves	ম্যাচা
মালদ্বীপীয়	1	objects	normalized_variant	মালদ্বীপ
পিংকেল	1	objects	normalized_variant	পিংকে
কালিহিম	1	objects	normalized_variant	কালিম
টিংমো	1	objects	normalized_variant	টিং
ভাক্রি	21	objects	normalized_variant	ভারি
মোঘলাই	1	objects	normalized_variant	মোগলাই
সেনোরিতা	7	objects	normalized_variant	সেনোরিটা
উষনি	6	objects	normalized_variant	শনি
ঘেট	1	objects	normalized_variant	ঘেঁটে
পাথুনি	1	objects	already_resolves	পাথুনি
পেলকা	1	objects	already_resolves	পেলকা
বথুয়া	1	objects	already_resolves	বথুয়া
পমেটো	1	objects	normalized_variant	পোয়েট
পার্সনিপ	1	objects	already_resolves	পার্সনিপ
কুলুবান	1	objects	already_resolves	কুলুবান
মিজেরিয়া	1	objects	already_resolves	মিজেরিয়া
রোজাক	1	objects	normalized_variant	রজ্জাক
শাকারাপ	1	objects	already_resolves	শাকারাপ
সিংজু	1	objects	already_resolves	সিংজু
স্টু	28	objects	already_resolves	স্টু
চ্রাইম	1	objects	normalized_variant	চাইম
শিরো	1	objects	normalized_variant	শিরঃ
কোশার	8	objects	normalized_variant	কোষার
চুইঝালের	1	objects	already_resolves	চুইঝালের
ছিকর	1	objects	normalized_variant	চিকো
জলফ্রেজি	1	objects	already_resolves	জলফ্রেজি
তেলানী	1	objects	normalized_variant	তেলানি
দুরুস	1	objects	normalized_variant	দুরু
নাখাম	1	objects	already_resolves	নাখাম
পরোট্টা	1	objects	normalized_variant	পরোটা
বিলপাড়ার	1	objects	already_resolves	বিলপাড়ার
মুঘলাই	7	objects	already_resolves	মুঘলাই
রসকদম্ব	14	objects	normalized_variant	রসকদম
ম্যান্দা	1	objects	normalized_variant	মান্দা
টেনশি	1	objects	normalized_variant	এনসি
খন্ডলের	1	objects	normalized_variant	কোন্দলের
জহা	1	objects	normalized_variant	জোহা
নুনেতে	1	objects	already_resolves	নুনেতে
ভাতেতে	1	objects	already_resolves	ভাতেতে
বাবরসা	1	objects	already_resolves	বাবরসা
রেস্টুরেন্টারস	1	objects	normalized_variant	রেস্টুরেন্টটার
ডেফলের	1	objects	already_resolves	ডেফলের
হুটকি	1	objects	normalized_variant	শুটকি
ম্যাঙ্গিফেরা	1	objects	normalized_variant	ম্যাঙ্গালোরের
লক্ষণভোগ	1	objects	normalized_variant	লক্ষ্মণভোগ
পিছন্দি	1	objects	normalized_variant	পছন্দই
বৈঁচি	1	objects	normalized_variant	বৈচি
এলাহাবাদী	1	objects	normalized_variant	এলাহাবাদ
